date,category,subcategory,name,price,url
2026-05-03,RAM,DDR4 (16GB),ESSENCORE KLEVV DDR4-3200 CL22 파인인포 (16GB),193000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=683834
2026-05-03,RAM,DDR5 튜닝램 (32GB),G.SKILL DDR5-6000 CL36 TRIDENT Z5 NEO RGB J 패키지 (32GB),731020,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=876580
2026-05-03,RAM,DDR5 튜닝램 (32GB),ESSENCORE KLEVV DDR5-6000 CL30 CRAS V RGB WHITE 패키지 서린 (32GB),770490,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1103977
2026-05-03,GPU,RTX 5090,MSI 지포스 RTX 5090 슈프림 SOC D7 32GB 하이퍼프로져,6296000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1214687
2026-05-03,GPU,RTX 5090,PALIT 지포스 RTX 5090 GAMEROCK D7 32GB 이엠텍,6297500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1213365
2026-05-03,GPU,RTX 5090,GIGABYTE AORUS 지포스 RTX 5090 MASTER ICE D7 32GB 제이씨현,6336500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1207824
2026-05-03,GPU,RTX 5090,ASUS ROG Astral 지포스 RTX 5090 OC D7 32GB 대원씨티에스,7181870,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1226178
2026-05-03,GPU,RTX 5080,PALIT 지포스 RTX 5080 GAMINGPRO D7 16GB 이엠텍,2118500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1207819
2026-05-03,GPU,RTX 5080,MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져,2323000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1219896
2026-05-03,GPU,RTX 5080,ZOTAC GAMING 지포스 RTX 5080 AMP EXTREME INFINITY D7 16GB,2334000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1233931
2026-05-03,GPU,RTX 5080,GIGABYTE 지포스 RTX 5080 GAMING OC D7 16GB 피씨디렉트,2124500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1208203
2026-05-03,GPU,RTX 5070 Ti,ZOTAC GAMING 지포스 RTX 5070 Ti SOLID OC D7 16GB,2124500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1216309
2026-05-03,GPU,RTX 5070 Ti,MSI 지포스 RTX 5070 Ti 게이밍 트리오 OC D7 16GB 트라이프로져4,1654920,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1240179
2026-05-03,GPU,RTX 5070 Ti,이엠텍 지포스 RTX 5070 Ti MIRACLE WHITE D7 16GB,1594500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1218402
2026-05-03,GPU,RTX 5070 Ti,ZOTAC GAMING 지포스 RTX 5070 Ti AMP Extreme Infinity D7 16GB,1796000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1250310
2026-05-03,GPU,RTX 5070,PALIT 지포스 RTX 5070 INFINITY 3 D7 12GB 이엠텍,1006500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1230077
2026-05-03,GPU,RTX 5070,MSI 지포스 RTX 5070 게이밍 트리오 OC D7 12GB 트라이프로져4,1084260,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1219124
2026-05-03,GPU,RTX 5070,ZOTAC GAMING 지포스 RTX 5070 SOLID OC D7 12GB,1040530,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1219162
2026-05-03,GPU,RTX 5070,MSI 지포스 RTX 5070 벤투스 2X OC D7 12GB,974500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1219561
2026-05-03,GPU,RTX 5060 Ti,PALIT 지포스 RTX 5060 Ti DUAL D7 8GB 이엠텍,586000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1237808
2026-05-03,GPU,RTX 5060 Ti,PALIT 지포스 RTX 5060 Ti INFINITY 3 D7 16GB 이엠텍,586000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1233153
2026-05-03,GPU,RTX 5060 Ti,ZOTAC GAMING 지포스 RTX 5060 Ti Twin Edge OC D7 16GB,971000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1232874
2026-05-03,GPU,RTX 5060 Ti,이엠텍 지포스 RTX 5060 Ti MIRACLE WHITE D7 16GB,912500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1245567
2026-05-03,GPU,RTX 5060,MSI 지포스 RTX 5060 벤투스 2X OC D7 8GB,519000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1242692
2026-05-03,GPU,RTX 5060,PALIT 지포스 RTX 5060 DUAL OC D7 8GB 이엠텍,453500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1242780
2026-05-03,GPU,RTX 5060,GAINWARD 지포스 RTX 5060 고스트 D7 8GB,475000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1243238
2026-05-03,GPU,RTX 5060,ZOTAC GAMING 지포스 RTX 5060 Twin Edge OC D7 8GB,501000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1250311
2026-05-03,GPU,RX 9070 XT,XFX 라데온 RX 9070 XT SWIFT D6 16GB,1047500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1220434
2026-05-03,GPU,RX 9070 XT,SAPPHIRE 라데온 RX 9070 XT NITRO+ OC D6 16GB,1387500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1219208
2026-05-03,GPU,RX 9070 XT,ASUS PRIME 라데온 RX 9070 XT OC D6 16GB 대원씨티에스,1030730,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1217151
2026-05-03,GPU,RX 9070 XT,SAPPHIRE 라데온 RX 9070 XT PURE OC D6 16GB,1290000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1219207
2026-05-03,GPU,RX 9070 XT,ASRock 라데온 RX 9070 XT 스틸레전드 D6 16GB 대원씨티에스,1136710,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1219304
2026-05-03,GPU,RX 9070 XT,SAPPHIRE 라데온 RX 9070 XT PULSE D6 16GB,1194000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1219206
2026-05-03,GPU,RX 9060 XT,GIGABYTE 라데온 RX 9060 XT Gaming OC D6 16GB 제이씨현,764500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1248140
2026-05-03,GPU,RX 9060 XT,XFX 라데온 RX 9060 XT SWIFT DUAL OC D6 16GB,663810,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1259426
2026-05-03,GPU,RX 9060 XT,ASRock 라데온 RX 9060 XT CHALLENGER OC D6 16GB 대원씨티에스,711000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1249266
2026-05-03,SSD,최상급 1TB,삼성전자 9100 PRO M.2 NVMe (1TB),509000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1221931
2026-05-03,SSD,최상급 1TB,Western Digital WD BLACK SN8100 M.2 NVMe (1TB),427000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1250341
2026-05-03,SSD,최상급 1TB,SK하이닉스 Platinum P51 M.2 NVMe (1TB),620000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1195856
2026-05-03,SSD,최상급 1TB,키오시아 EXCERIA PRO G2 M.2 NVMe (1TB),437000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1317601
2026-05-03,SSD,상급 1TB,Western Digital WD BLACK SN850X M.2 NVMe (1TB),365000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=953185
2026-05-03,SSD,상급 1TB,삼성전자 990 PRO M.2 NVMe (1TB),516000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=968477
2026-05-03,SSD,상급 1TB,SK하이닉스 Platinum P41 M.2 NVMe (1TB),435500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=911358
2026-05-03,SSD,상급 1TB,키오시아 EXCERIA PLUS G4 M.2 NVMe (1TB),330000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1212671
2026-05-03,SSD,중급 1TB,삼성전자 990 EVO Plus M.2 NVMe (1TB),345000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1182756
2026-05-03,SSD,중급 1TB,SK하이닉스 Gold P31 M.2 NVMe (1TB),340000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=753914
2026-05-03,SSD,하급 1TB,마이크론 Crucial P310 M.2 NVMe 대원씨티에스 (1TB),270000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1178621
2026-05-03,SSD,하급 1TB,마이크론 Crucial T500 M.2 NVMe 대원씨티에스 (1TB),345000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1084930
2026-05-03,SSD,하급 1TB,ESSENCORE KLEVV CRAS C910G M.2 NVMe (1TB),345500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1285739
