date,category,subcategory,name,danawa_price,danawa_url,compuzone_price,compuzone_url,shopdanawa_price,shopdanawa_url,cheapest
2026-05-05,CPU,게이밍 & 작업용 (AMD),AMD 라이젠9-6세대 9950X3D (그래니트 릿지) (멀티팩 정품),950000,https://prod.danawa.com/info/?pcode=77790914&cate=112747,967500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1220480,,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=77790914,다나와
2026-05-05,CPU,게이밍 & 작업용 (AMD),AMD 라이젠7-6세대 9800X3D (그래니트 릿지) (멀티팩 정품),569690,https://prod.danawa.com/info/?pcode=70531547&cate=112747,568500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1187400,631000,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=70531547,컴퓨존
2026-05-05,CPU,게이밍 & 작업용 (AMD),AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩 정품),369530,https://prod.danawa.com/info/?pcode=19627934&cate=112747,370000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1013843,413800,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=19627934,다나와
2026-05-05,CPU,게이밍 & 작업용 (AMD),AMD 라이젠5-6세대 9600X (그래니트 릿지) (멀티팩 정품),272560,https://prod.danawa.com/info/?pcode=62794079&cate=112747,277000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1164055,302130,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=62794079,다나와
2026-05-05,CPU,게이밍 & 작업용 (AMD),AMD 라이젠5-5세대 7500X3D (라파엘) (멀티팩 정품),347012,https://prod.danawa.com/info/?pcode=104223188&cate=112747,347400,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1313313,393740,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=104223188,다나와
2026-05-05,CPU,메인스트림 (AMD),AMD 라이젠5-5세대 7500F (라파엘) (멀티팩 정품),184700,https://prod.danawa.com/info/?pcode=21694499&cate=112747,187000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1062764,207350,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=21694499,다나와
2026-05-05,CPU,메인스트림 (AMD),AMD 라이젠5-4세대 5600G (세잔) (멀티팩 정품),206360,https://prod.danawa.com/info/?pcode=14927675&cate=112747,191000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1216681,226290,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=14927675,컴퓨존
2026-05-05,CPU,인텔 울트라,인텔 코어 울트라7 시리즈2 265K (애로우레이크) (정품),477930,https://prod.danawa.com/info/?pcode=69059687&cate=112747,498500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1183677,534410,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=69059687,다나와
2026-05-05,CPU,인텔 울트라,인텔 코어 울트라5 시리즈2 245K (애로우레이크) (정품),335890,https://prod.danawa.com/info/?pcode=69059753&cate=112747,340900,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1183680,377600,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=69059753,다나와
2026-05-05,CPU,인텔 울트라,인텔 코어 울트라7 시리즈2 270K Plus (애로우레이크 리프레시) (정품),517040,https://prod.danawa.com/info/?pcode=108424286&keyword=270k+plus&cate=113973,517000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1334275,557050,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=108424286&productRegisterAreaGroupSeq=100&serviceSectionSeq=594,컴퓨존
